6.694599151611328125e+01,6.634887695312500000e+01,6.512704467773437500e+01,6.333660507202148438e+01,6.088464355468750000e+01,5.755771636962890625e+01,4.844078063964843750e+01,3.140595817565917969e+01,1.372744369506835938e+01,2.507034540176391602e-01,-1.483727264404296875e+01,-2.399138259887695312e+01,-3.227234268188476562e+01,-4.274145889282226562e+01,-4.994579696655273438e+01,-5.534353256225585938e+01,-5.871753692626953125e+01,-6.038962173461914062e+01,-6.139968490600585938e+01,-6.218223190307617188e+01
6.668046569824218750e+01,6.572457885742187500e+01,6.401707458496093750e+01,6.143963241577148438e+01,5.828934097290039062e+01,5.283620452880859375e+01,3.905643844604492188e+01,2.400183677673339844e+01,1.259643077850341797e+01,2.103986263275146484e+00,-9.168909072875976562e+00,-2.033714485168457031e+01,-3.018454170227050781e+01,-3.855190277099609375e+01,-4.607736968994140625e+01,-5.176145935058593750e+01,-5.595608139038085938e+01,-5.870358657836914062e+01,-6.041027832031250000e+01,-6.148248291015625000e+01
6.610186767578125000e+01,6.484631347656250000e+01,6.240212631225585938e+01,5.862165069580078125e+01,5.290681076049804688e+01,4.337652206420898438e+01,2.899842834472656250e+01,2.069965934753417969e+01,1.326854324340820312e+01,4.694786548614501953e+00,-6.365296363830566406e+00,-1.460038852691650391e+01,-2.237068367004394531e+01,-3.221406936645507812e+01,-4.076429367065429688e+01,-4.692343139648437500e+01,-5.180810165405273438e+01,-5.569447708129882812e+01,-5.858090591430664062e+01,-6.040979003906250000e+01
6.467488861083984375e+01,6.323115158081054688e+01,5.917690658569335938e+01,5.328068923950195312e+01,4.491857528686523438e+01,3.175514030456542969e+01,2.462550926208496094e+01,1.833142662048339844e+01,1.339734649658203125e+01,5.216221332550048828e+00,-2.392735004425048828e+00,-9.843772888183593750e+00,-1.711266136169433594e+01,-2.431992340087890625e+01,-3.325036239624023438e+01,-4.054363632202148438e+01,-4.651546096801757812e+01,-5.126630783081054688e+01,-5.533486938476562500e+01,-5.843145370483398438e+01
6.131891632080078125e+01,5.864837265014648438e+01,5.340337753295898438e+01,4.558124542236328125e+01,3.311420822143554688e+01,2.647979736328125000e+01,2.198327064514160156e+01,1.745664978027343750e+01,1.090066814422607422e+01,4.811388015747070312e+00,-6.965410709381103516e-02,-6.205135345458984375e+00,-1.327636051177978516e+01,-1.903775024414062500e+01,-2.375348091125488281e+01,-3.164963531494140625e+01,-3.958513641357421875e+01,-4.561256027221679688e+01,-5.050882339477539062e+01,-5.488996124267578125e+01
5.441089248657226562e+01,5.085544586181640625e+01,4.507803726196289062e+01,3.362905883789062500e+01,2.745267295837402344e+01,2.381100463867187500e+01,1.984901237487792969e+01,1.370997524261474609e+01,8.640850067138671875e+00,4.064871788024902344e+00,-7.475950121879577637e-01,-5.097948074340820312e+00,-8.543276786804199219e+00,-1.207967662811279297e+01,-1.720141220092773438e+01,-2.190361785888671875e+01,-2.962808799743652344e+01,-3.809129333496093750e+01,-4.430895233154296875e+01,-4.958680725097656250e+01
4.380058288574218750e+01,3.806206893920898438e+01,3.110118484497070312e+01,2.711129760742187500e+01,2.399826240539550781e+01,2.059414863586425781e+01,1.467759418487548828e+01,9.857003211975097656e+00,6.703761100769042969e+00,3.036773681640625000e+00,-1.613647103309631348e+00,-3.255825042724609375e+00,-4.762812137603759766e+00,-6.960126876831054688e+00,-1.050097846984863281e+01,-1.497527408599853516e+01,-1.997571945190429688e+01,-2.692697715759277344e+01,-3.604562759399414062e+01,-4.298601531982421875e+01
3.163057899475097656e+01,2.538819694519042969e+01,2.139061355590820312e+01,2.102052307128906250e+01,1.857536697387695312e+01,1.439626598358154297e+01,1.084539318084716797e+01,7.918324947357177734e+00,4.410500526428222656e+00,1.541884541511535645e+00,1.008170962333679199e+00,-6.114796400070190430e-01,-2.334475040435791016e+00,-3.901237487792968750e+00,-5.366503238677978516e+00,-8.745572090148925781e+00,-1.220550537109375000e+01,-1.753390121459960938e+01,-2.353810882568359375e+01,-3.465287399291992188e+01
1.618378639221191406e+01,1.409775352478027344e+01,1.257237148284912109e+01,1.155538749694824219e+01,1.171886444091796875e+01,1.003705501556396484e+01,8.682223320007324219e+00,5.844075679779052734e+00,3.630944252014160156e+00,3.175755500793457031e+00,2.652698516845703125e+00,2.077191352844238281e+00,5.905406475067138672e-01,-1.201683521270751953e+00,-2.795515298843383789e+00,-4.220201492309570312e+00,-6.408687114715576172e+00,-9.891674995422363281e+00,-1.391359710693359375e+01,-1.827661895751953125e+01
5.857807397842407227e-01,1.106289148330688477e+00,4.071635723114013672e+00,3.374424934387207031e+00,4.458487510681152344e+00,6.031599521636962891e+00,4.982406139373779297e+00,5.135944843292236328e+00,5.436948299407958984e+00,5.084969043731689453e+00,4.615689754486083984e+00,4.067118167877197266e+00,3.459105014801025391e+00,2.127809047698974609e+00,2.883094549179077148e-01,-1.288458108901977539e+00,-2.458640575408935547e+00,-2.120254993438720703e+00,-4.264204025268554688e+00,-5.359004497528076172e+00
-9.864749908447265625e+00,-8.117959022521972656e+00,-5.569702148437500000e+00,-3.589224338531494141e+00,-3.083014488220214844e+00,-3.075158596038818359e-02,2.780206680297851562e+00,4.763948917388916016e+00,6.222075462341308594e+00,6.666479110717773438e+00,6.882687091827392578e+00,6.467942714691162109e+00,5.934979915618896484e+00,5.307816505432128906e+00,4.135823249816894531e+00,2.418264865875244141e+00,2.661216259002685547e+00,3.173663616180419922e+00,4.462353706359863281e+00,5.928172111511230469e+00
-1.926693344116210938e+01,-1.696561241149902344e+01,-1.549144935607910156e+01,-1.291817092895507812e+01,-9.372491836547851562e+00,-5.524501323699951172e+00,4.396382570266723633e-01,3.885043621063232422e+00,6.151360988616943359e+00,7.496817111968994141e+00,8.110659599304199219e+00,8.632541656494140625e+00,8.738211631774902344e+00,8.252617835998535156e+00,7.813311100006103516e+00,9.062234878540039062e+00,8.863544464111328125e+00,9.558310508728027344e+00,1.205204105377197266e+01,1.648438262939453125e+01
-2.917604637145996094e+01,-2.634568214416503906e+01,-2.444434356689453125e+01,-2.112910079956054688e+01,-1.495111751556396484e+01,-9.521342277526855469e+00,-3.570395946502685547e+00,1.617408394813537598e+00,5.274146080017089844e+00,7.856438159942626953e+00,9.010593414306640625e+00,9.755811691284179688e+00,1.040099239349365234e+01,1.111784648895263672e+01,1.391273880004882812e+01,1.519434928894042969e+01,1.649590682983398438e+01,1.833896255493164062e+01,2.253244018554687500e+01,2.682360649108886719e+01
-4.132099914550781250e+01,-3.685414886474609375e+01,-3.227966690063476562e+01,-2.728009223937988281e+01,-2.091444206237792969e+01,-1.373506546020507812e+01,-8.149895668029785156e+00,-1.544291615486145020e+00,2.747276782989501953e+00,6.919281005859375000e+00,9.884176254272460938e+00,1.067513942718505859e+01,1.199481487274169922e+01,1.585577774047851562e+01,1.868345832824707031e+01,2.088356399536132812e+01,2.482427024841308594e+01,3.081447410583496094e+01,3.450553894042968750e+01,3.679897689819335938e+01
-5.031922531127929688e+01,-4.609043121337890625e+01,-3.991771697998046875e+01,-3.299106597900390625e+01,-2.626029968261718750e+01,-1.935558319091796875e+01,-1.254763317108154297e+01,-6.508271217346191406e+00,-9.420704841613769531e-02,3.925027847290039062e+00,8.383879661560058594e+00,1.213875865936279297e+01,1.645641708374023438e+01,1.977248001098632812e+01,2.271358871459960938e+01,2.808974647521972656e+01,3.457300949096679688e+01,4.035524749755859375e+01,4.425151824951171875e+01,4.576211166381835938e+01
-5.458281326293945312e+01,-5.169735717773437500e+01,-4.674892807006835938e+01,-3.904162216186523438e+01,-3.211727523803710938e+01,-2.505735397338867188e+01,-1.763384819030761719e+01,-1.116203784942626953e+01,-4.474868774414062500e+00,1.038875937461853027e+00,6.229847431182861328e+00,1.430155467987060547e+01,2.015666198730468750e+01,2.382499694824218750e+01,2.948845291137695312e+01,3.604848861694335938e+01,4.204069519042968750e+01,4.639285278320312500e+01,4.925704574584960938e+01,5.137243652343750000e+01
-5.764916229248046875e+01,-5.513747406005859375e+01,-5.173321533203125000e+01,-4.624990844726562500e+01,-3.814376831054687500e+01,-3.111107444763183594e+01,-2.357832527160644531e+01,-1.569856071472167969e+01,-9.439264297485351562e+00,-1.555275678634643555e+00,6.675494670867919922e+00,1.540476226806640625e+01,2.314415168762207031e+01,2.975207901000976562e+01,3.629060363769531250e+01,4.239586639404296875e+01,4.703063964843750000e+01,5.013613891601562500e+01,5.221576690673828125e+01,5.378491973876953125e+01
-5.978284835815429688e+01,-5.803270339965820312e+01,-5.542596054077148438e+01,-5.172036743164062500e+01,-4.566724014282226562e+01,-3.721246719360351562e+01,-2.987420654296875000e+01,-2.176948738098144531e+01,-1.228331661224365234e+01,-2.797631978988647461e+00,7.824979305267333984e+00,1.639253807067871094e+01,2.578759193420410156e+01,3.566544723510742188e+01,4.235946655273437500e+01,4.709802627563476562e+01,5.035384750366210938e+01,5.250963592529296875e+01,5.392255020141601562e+01,5.514854431152343750e+01
-6.108456420898437500e+01,-6.011423873901367188e+01,-5.841751098632812500e+01,-5.570975494384765625e+01,-5.164764404296875000e+01,-4.500194931030273438e+01,-3.582793426513671875e+01,-2.629425811767578125e+01,-1.496848773956298828e+01,-3.179117202758789062e+00,7.637095928192138672e+00,1.894573020935058594e+01,2.979421043395996094e+01,3.961254119873046875e+01,4.663920593261718750e+01,5.037949371337890625e+01,5.268729400634765625e+01,5.416101074218750000e+01,5.508396911621093750e+01,5.599241638183593750e+01
-6.223832321166992188e+01,-6.139565658569335938e+01,-6.043817138671875000e+01,-5.877776336669921875e+01,-5.579819107055664062e+01,-5.078830337524414062e+01,-4.280995178222656250e+01,-3.144694709777832031e+01,-1.702201843261718750e+01,-4.140573024749755859e+00,7.700733661651611328e+00,2.161059951782226562e+01,3.390388107299804688e+01,4.282892227172851562e+01,4.899176788330078125e+01,5.253367233276367188e+01,5.431464385986328125e+01,5.532328033447265625e+01,5.594132232666015625e+01,5.660002899169921875e+01
